公开号,申请号,标题,申请日,公开日,授权公告日,国际分类,国际主分类,美国分类,美国主分类,权利要求数,申请人,标准化申请人,发明人,第一发明人,本文引用专利数,引用本文专利数,本文自引用专利数,本文非自引用专利数,自引用本文专利数,非自引用本文专利数,法律状态,同族专利数,技术特征
"CN109759160A","CN201910286996.X","一种生物芯片用试剂定量加入方法及系统","20190411","20190517","20190730","B01L  3/02","B01L","","","12","湖南乐准智芯生物科技有限公司","湖南乐准智芯生物科技有限公司","邬鹏程 | 陈明 | 黄常青","邬鹏程","4","0","1","3","0","0","有效","1","12",
"CN208860745U","CN201820986545.8","一种高通量生物芯片检测器","20180626","20190514","20190514","G01N 21/78","G01N","","","2","安阳工学院","安阳工学院","周玲玲 | 张杰 | 连凯琪 | 苗银萍 | 陈瑞利 | 刘书梅","周玲玲","0","0","0","0","0","0","无效","0","38",
"CN109738640A","CN201910049402.3","组合物及其试剂盒、生物芯片和应用","20190118","20190510",,"G01N 33/574 | G01N 33/531","G01N","","","10","上海交通大学医学院附属第九人民医院","上海交通大学","陈万涛 | 于玢玢","陈万涛","0","0","0","0","0","0","公开","0","6",
"CN208815156U","CN201820544011.X","一种生物芯片原位制备系统","20180417","20190503","20190503","C40B 60/14 | C40B 50/08","C40B","","","4","中南大学 | 长沙理工大学","中南大学 | 长沙理工大学","刘正春 | 石环环 | 董波 | 梁波 | 朝乐蒙 | 龙孟秋","刘正春","1","1","1","0","0","1","有效","0","43",
"CN208757615U","CN201821249421.8","用于体液中物质实时检测的微型生物芯片","20180804","20190419","20190419","B01L  3/00 | G01N 27/26 | G01N 27/327","B01L","","","10","北京怡成生物电子技术股份有限公司","北京怡成生物电子技术有限公司","邵敏玲 | 李元光 | 张双双","邵敏玲","0","2","0","0","0","2","有效","0","39",
"CN109647552A","CN201811609101.3","集成式的微阵列生物芯片及识别方法","20181227","20190419","20210928","B01L  3/00","B01L","B01L3/5027","B01L3","9","南京祥中生物科技有限公司","南京祥中生物科技有限公司","李钟卉 | 李周敏","李钟卉","5","0","0","5","0","0","有效","0","12",
"CN109613189A","CN201811609818.8","基于化学发光的可同时检测多种农兽药残留的生物芯片及检测方法","20181227","20190412",,"G01N 33/02","G01N","G01N33/02","G01N33","10","南京祥中生物科技有限公司","南京祥中生物科技有限公司","李钟卉 | 李周敏","李钟卉","6","0","4","2","0","0","公开","0","16",
"CN109613290A","CN201811607346.2","一种定性/定量生物芯片反应仪","20181227","20190412",,"G01N 35/00","G01N","G01N35/00029 | G01N2035/00158 | G01N2035/00287 | G01N2035/00376","G01N35","10","宁波大学","宁波大学","苏秀榕 | 周君 | 芦晨阳 | 李妍妍","苏秀榕","0","0","0","0","0","0","公开","0","17",
"CN109613289A","CN201811607314.2","一种定性/定量生物芯片检测系统","20181227","20190412",,"G01N 35/00","G01N","G01N35/00029 | G01N2035/00158 | G01N2035/00287 | G01N2035/00376","G01N35","10","宁波大学","宁波大学","苏秀榕 | 周君 | 李妍妍 | 芦晨阳","苏秀榕","0","0","0","0","0","0","公开","0","18",
"CN109613288A","CN201811607091.X","一种定性/定量生物芯片检测系统","20181227","20190412",,"G01N 35/00","G01N","G01N35/00029 | G01N2035/00158 | G01N2035/00287 | G01N2035/00376","G01N35","10","宁波大学","宁波大学","苏秀榕 | 周君 | 芦晨阳 | 李妍妍","苏秀榕","0","0","0","0","0","0","公开","0","20",
"CN109613287A","CN201811607087.3","一种定量生物芯片反应仪","20181227","20190412",,"G01N 35/00","G01N","G01N35/00029 | G01N2035/00158 | G01N2035/00287 | G01N2035/00376","G01N35","9","宁波大学","宁波大学","苏秀榕 | 周君 | 芦晨阳 | 李妍妍","苏秀榕","0","0","0","0","0","0","公开","0","14",
"CN109613286A","CN201811607078.4","一种定性/定量生物芯片检测装置","20181227","20190412",,"G01N 35/00","G01N","G01N35/00029 | G01N2035/00158 | G01N2035/00287 | G01N2035/00376","G01N35","10","宁波大学","宁波大学","苏秀榕 | 周君 | 芦晨阳 | 李妍妍","苏秀榕","0","0","0","0","0","0","公开","0","10",
"CN109609333A","CN201811191571.2","一种生物芯片及其制备方法","20181012","20190412","20210810","C12M  1/00 | C12Q  1/6837 | C40B 40/06 | C40B 40/10 | G01N 33/68","C12M","C40B40/06 | C12Q1/6837 | C40B40/10 | G01N33/68","C40B40","10","深圳市瀚海基因生物科技有限公司","深圳市瀚海基因生物科技有限公司","高锦鸿 | 赵智 | 赵陆洋 | 陈方","高锦鸿","2","2","0","2","0","2","有效","3","11",
"CN109596589A","CN201811609800.8","一种基于LED光源的荧光固相生物芯片检测方法","20181227","20190409",,"G01N 21/64","G01N","G01N21/6486","G01N21","10","南京祥中生物科技有限公司","南京祥中生物科技有限公司","李周敏 | 李钟卉","李周敏","1","0","1","0","0","0","公开","0","38",
"CN109557298A","CN201710880625.5","一种多功能生物芯片的制备方法","20170926","20190402",,"G01N 33/531","G01N","G01N33/531","G01N33","10","温州生物材料与工程研究所","温州生物材料与工程研究所","刘飞 | 邓载安","刘飞","0","0","0","0","0","0","公开","0","21",
"CN208667715U","CN201821246455.1","一种生物芯片杂交装置","20180803","20190329","20190329","C12M  1/34 | B01L  3/00","C12M","","","7","天津禾苗科技有限公司","天津禾苗科技有限公司","何研 | 李楠 | 李思睿","何研","0","0","0","0","0","0","无效","0","15",
"CN208667713U","CN201821216614.3","一种压电生物芯片微流检测装置","20180730","20190329","20190329","C12M  1/34 | G01N 33/53","C12M","","","6","广西民族大学","广西民族大学","廖艳娟 | 黄在银","廖艳娟","1","0","0","1","0","0","无效","0","24",
"CN208667748U","CN201821009112.3","生物芯片检测系统","20180627","20190329","20190329","C12Q  1/686 | C12Q  1/6837","C12Q","","","10","上海百傲科技股份有限公司","上海百傲科技有限公司","朱滨 | 徐建刚 | 汪泽 | 邢军芬","朱滨","1","0","0","1","0","0","有效","0","16",
"CN208653531U","CN201820891366.6","一种多功能生物芯片检测设备","20180606","20190326","20190326","G01D 21/02","G01D","","","9","湖南玖康生物科技有限公司","湖南玖康生物科技有限公司","郭阔 | 李义红 | 黄坚","郭阔","0","0","0","0","0","0","无效","0","17",
"CN109486665A","CN201811647394.4","一种核酸扩增杂交生物芯片反应管","20181229","20190319",,"C12M  1/24 | C12M  1/36","C12M","C12M23/08 | C12M23/48","C12M23","10","中国人民解放军军事科学院军事医学研究院","中国人民解放军军事科学院","王升启 | 荣振 | 肖瑞 | 王封","王升启","1","0","0","1","0","0","撤回","0","9",
"CN109470666A","CN201811317078.0","一种近红外激光共聚焦生物芯片扫描仪","20181107","20190315",,"G01N 21/64","G01N","G01N21/6402","G01N21","11","上海萨迦生物科技有限公司","上海萨迦生物科技有限公司","许颖原 | 张旭 | 王志慧","许颖原","11","0","0","11","0","0","公开","0","27",
"CN109433282A","CN201811427102.6","一种台阶式生物芯片以及用于检测该生物芯片的基因测序装置","20181127","20190308",,"B01L  3/00 | C12M  1/34","B01L","B01L3/5027 | B01L2300/0627 | B01L2300/0654 | B01L2300/168 | C12Q1/6869","B01L3","5","茂莱(南京)仪器有限公司","茂莱南京仪器有限公司","余美群 | 周威","余美群","0","1","0","0","0","1","公开","1","11",
"CN109387626A","CN201810982561.4","用于多重诊断的并列线生物芯片","20140115","20190226",,"G01N 33/543 | G01N 33/545 | G01N 33/548 | G01N 33/552","G01N","G01N33/54386 | G01N33/545 | G01N33/548 | G01N33/552 | C12Q1/6813 | G01N33/48 | G01N33/5302 | G01N33/6803","G01N33","8","普默特株式会社","普默特株式会社","林国镇 | 崔东燮 | 金范俊 | 金美晶 | 郑明淑 | 李慧贞","林国镇","0","0","0","0","0","0","公开","10","14",
"CN109370891A","CN201811261933.0","一种生物芯片及其制备方法","20181026","20190222",,"C12M  1/34 | C12Q  1/6837 | G01N 33/50 | G01N 33/68","C12M","C12Q1/6837 | G01N33/50 | G01N33/68 | G01N33/6872","C12Q1","10","郑州大学","郑州大学","范佳杰 | 陈一文 | 张忠华 | 刘自豪 | 马梦君 | 翟进生 | 范向伟 | 高彩琴 | 邵国胜","范佳杰","0","0","0","0","0","0","公开","0","10",
"CN109358189A","CN201811136983.6","一种生物芯片及其微量定量取样方法","20180928","20190219","20200911","G01N 33/50 | G01N  1/14 | G01N  1/40 | G01N 21/84","G01N","G01N1/14 | G01N1/4077 | G01N21/84 | G01N33/50 | G01N2001/1445 | G01N2001/4088 | G01N2021/8416","G01N1","10","湖南乐准智芯生物科技有限公司","湖南乐准智芯生物科技有限公司","邬鹏程 | 周孝祥 | 杨恒伟","邬鹏程","4","3","2","2","0","3","有效","4","14",
"CN109337805A","CN201811136092.0","一种生物芯片杂交装置","20180928","20190215",,"C12M  1/34 | C12M  1/00","C12M","C12Q1/6813","C12Q1","6","泰普生物科学（中国）有限公司","福建泰普生物科学有限公司","翁长仁 | 张洪彬","翁长仁","0","0","0","0","0","0","公开","0","17",
"CN208485888U","CN201820891341.6","一种全自动生物芯片检测系统","20180606","20190212","20190212","C12M  1/36 | C12M  1/34","C12M","","","9","湖南玖康生物科技有限公司","湖南玖康生物科技有限公司","郭阔 | 李义红 | 黄坚","郭阔","1","0","0","1","0","0","无效","0","18",
"CN109321668A","CN201811235807.8","检测人结核分支杆菌的电容式生物芯片的制备使用方法","20181024","20190212",,"C12Q  1/689 | C12Q  1/04 | C12Q  1/6806 | C12R  1/32","C12Q","C12Q1/689 | C12Q1/6806","C12Q1","8","安徽大千生物工程有限公司","武汉中元华电科技股份有限公司","芮双印 | 符修乐","芮双印","0","0","0","0","0","0","公开","0","33",
"CN109270266A","CN201811241286.7","检测人类免疫缺陷病毒的电容式生物芯片的制备使用方法","20181024","20190125",,"G01N 33/569 | G01N 33/531","G01N","G01N33/531 | G01N33/56988","G01N33","10","安徽大千生物工程有限公司","武汉中元华电科技股份有限公司","芮双印 | 符修乐","芮双印","0","0","0","0","0","0","公开","0","36",
"CN109270038A","CN201811140895.3","一种生物芯片检测装置","20180928","20190125","20210101","G01N 21/64","G01N","G01N21/6428","G01N21","10","杨帆","杨帆","相欣雨","相欣雨","6","0","0","6","0","0","有效","1","23",
"CN109270430A","CN201811082797.9","一种便携式生物芯片检测装置","20180917","20190125",,"G01R 31/28 | G01N 33/00","G01R","G01R31/2856 | G01N33/00","G01R31","6","陈肖兰","陈肖兰","不公告发明人","不公告发明人","8","0","0","8","0","0","撤回","0","30",
"CN109259760A","CN201811024863.7","基于脑电波神经系统和人工智能生成的类人生物芯片","20180904","20190125",,"A61B  5/0476 | A61B  5/026","A61B","A61B5/026 | A61B5/369","A61B5","6","有份儿智慧科技股份有限公司","有份儿智慧科技股份有限公司","易霄","易霄","0","0","0","0","0","0","驳回","0","16",
"CN109234158A","CN201811167587.X","生物芯片及其制造方法、操作方法、生物检测系统","20181008","20190118","20210806","C12M  1/38 | C12M  1/00","C12M","C12Q1/6869","C12Q1","15","北京京东方技术开发有限公司 | 京东方科技集团股份有限公司","京东方","吴志鸿 | 赵子健","吴志鸿","6","3","1","5","3","0","有效","1","11",
"CN109238777A","CN201811139437.8","生物芯片微量定量取样系统","20180928","20190118",,"G01N  1/10","G01N","G01N1/10","G01N1","10","湖南乐准智芯生物科技有限公司","湖南乐准智芯生物科技有限公司","邬鹏程 | 杨恒伟 | 向苏民","邬鹏程","7","0","1","6","0","0","公开","0","21",
"CN109211653A","CN201811254313.4","一种生物芯片盒摇匀装置","20181026","20190115","20210223","G01N  1/38","G01N","G01N1/38 | G01N2001/386","G01N1","7","郑州韦尔特生物科技有限公司","韦尔特生物分子医药有限责任公司","李博文","李博文","11","1","0","11","0","1","有效","1","39",
"CN208366691U","CN201821179828.8","生物芯片点样疏水针","20180725","20190111","20190111","G01N  1/28 | G01N 35/10","G01N","","","6","厦门巨锐自动化设备有限公司","厦门巨锐自动化设备有限公司","何荣汉","何荣汉","1","0","0","1","0","0","有效","0","15",
"CN109174220A","CN201811202869.9","一种生物芯片及芯片控制方法","20181016","20190111",,"B01L  3/00","B01L","B01L3/5027 | B01L2200/10 | B01L2300/0861","B01L3","23","湖南乐准智芯生物科技有限公司","湖南乐准智芯生物科技有限公司","邬鹏程 | 琚新军 | 周孝祥","邬鹏程","0","0","0","0","0","0","公开","0","9",
"CN109182457A","CN201811113199.3","制备高可再生核酸生物芯片的成套试剂及其在汞离子检测中的应用","20180925","20190111","20210824","C12Q  1/6837","C12Q","C12Q1/6837","C12Q1","14","清华大学","清华大学","周小红 | 王若瑜 | 施汉昌","周小红","0","0","0","0","0","0","有效","0","6",
"CN109159596A","CN201811040015.5","一种架空型生物芯片载物台","20180906","20190108","20200424","B44B  1/06","B44B","B44B1/06","B44B1","3","重庆科技学院","重庆科技学院","徐文峰 | 廖晓玲 | 徐紫宸","徐文峰","9","0","0","9","0","0","有效","1","50",
"CN109161478A","CN201810668414.X","一种基于金/鲁米诺纳米复合物的生物芯片及其制备方法和应用","20180626","20190108",,"C12M  1/40 | C12M  1/34 | C12Q  1/26 | C12Q  1/28 | C12Q  1/60","C12M","C12Q1/26 | C12Q1/28 | C12Q1/60 | G01N2333/904 | G01N2333/908","C12Q1","9","东南大学","东南大学","刘松琴 | 高雅琼","刘松琴","0","0","0","0","0","0","公开","0","13",
"CN208320833U","CN201820699799.1","一种微流道生物芯片","20180511","20190104","20190104","B01L  3/00","B01L","","","3","苏州索真生物技术有限公司 | 李展","苏州索真生物技术有限公司 | 李展","陈谦 | 李展 | 赵俊岭 | 付美文 | 张路","陈谦","0","0","0","0","0","0","有效","0","7",
"CN208321425U","CN201820118723.5","一种教学实验用生物芯片清洗消毒装置","20180124","20190104","20190104","B08B  3/02 | A61L  2/22 | B08B  3/12 | B08B 13/00 | F26B 21/00","B08B","","","5","奉节县天永网络科技有限公司","奉节县天永网络科技有限公司","卢见恺","卢见恺","0","0","0","0","0","0","有效","0","48",
"CN109136077A","CN201810950005.9","一种生物芯片的制备方法","20180820","20190104",,"C12M  1/34 | C12Q  1/6837 | G01N 33/68","C12M","C12Q1/6837 | G01N33/68","C12Q1","8","中南大学 | 长沙理工大学","中南大学 | 长沙理工大学","刘正春 | 董波 | 聂凯旋 | 石环环 | 梁波 | 龙孟秋 | 徐慧","刘正春","0","0","0","0","0","0","公开","0","18",
"CN109126912A","CN201710453246.8","生物芯片及其制备方法","20170615","20190104","20210202","B01L  3/00","B01L","B01L3/5027 | B01L3/502707 | B01L2300/08 | B01L2300/0887 | B01L2300/0893 | B01L2300/12 | B01L2300/161","B01L3","18","上海微创医疗器械（集团）有限公司","上海微创医疗器械集团有限公司","王玄 | 陈陆 | 李俊菲","王玄","3","0","0","3","0","0","有效","1","13",
"CN208307360U","CN201820886169.5","一种新型生物芯片盒","20180606","20190101","20190101","B65D 25/52 | B65D 83/08","B65D","","","6","湖南玖康生物科技有限公司","湖南玖康生物科技有限公司","郭阔 | 李义红 | 黄坚","郭阔","0","0","0","0","0","0","无效","0","15",
"CN208313834U","CN201820865788.6","一种用于检测的生物芯片检测仪","20180606","20190101","20190101","G01N 21/64 | C12M  1/00 | C12M  1/34","G01N","","","6","湖南玖康生物科技有限公司","湖南玖康生物科技有限公司","郭阔 | 李义红 | 黄坚","郭阔","0","1","0","0","0","1","无效","0","25",
"CN109108473A","CN201811040014.0","一种架空型生物芯片载物台的使用方法","20180906","20190101","20200331","B23K 26/362 | B23K 26/70","B23K","B23K26/362 | B23K26/361 | B23K26/70 | B23K26/702","B23K26","3","重庆科技学院","重庆科技学院","徐文峰 | 廖晓玲 | 黄秋红","徐文峰","20","0","0","20","0","0","有效","1","67",
"CN109117497A","CN201810664383.0","数字微流控生物芯片计算机辅助设计布局的时间优化方法","20180625","20190101",,"G06F 17/50","G06F","G06F30/392","G06F30","7","中国地质大学（武汉）","中国地质大学","陈小岛 | 刘东波 | 王玥玮 | 万超伟","陈小岛","0","0","0","0","0","0","公开","0","29",
"CN109055203A","CN201811106959.8","一种全自动生物芯片工作站及其检测方法","20180921","20181221",,"C12M  1/34 | C12Q  1/6837","C12M","C12Q1/6837","C12Q1","10","中国人民解放军军事科学院军事医学研究院","中国人民解放军军事科学院","王升启 | 荣振 | 肖瑞 | 王封","王升启","1","1","0","1","1","0","公开","2","24",
"CN109061207A","CN201810645801.1","一种用于心梗标志物检测的生物芯片、检测方法","20180621","20181221",,"G01N 35/00 | B01L  3/00","G01N","B01L3/5027 | G01N35/00","B01L3","10","微粒云科技（北京）有限公司","微粒云科技北京有限公司","张永勇","张永勇","3","2","0","3","0","2","公开","0","16",
"CN109022543A","CN201810676785.2","生物芯片检测系统的检测方法","20180627","20181218",,"C12Q  1/6837","C12Q","C12Q1/6837","C12Q1","8","上海百傲科技股份有限公司","上海百傲科技有限公司","朱滨 | 徐建刚 | 汪泽 | 邢军芬","朱滨","1","0","0","1","0","0","公开","0","16",
"CN109029542A","CN201810574241.5","一种基于工业通讯无线化的生物芯片数据获取、处理装置","20180606","20181218",,"G01D 21/00 | A01K 11/00 | G01D 11/16","G01D","A01K11/006 | G01D21/00 | G01D11/16","A01K11","6","温岭市仁全机械设备有限公司","温岭市仁全机械设备有限公司","王垚达","王垚达","0","0","0","0","0","0","撤回","0","55",
"CN208224067U","CN201820897054.6","一种生物芯片扫描仪用扫描台","20180611","20181211","20181211","G01N 21/01 | B25H  1/20","G01N","","","1","天津中研工业设计有限公司","天津中研工业设计有限公司","徐虎明","徐虎明","0","0","0","0","0","0","有效","0","29",
"CN108956464A","CN201810512509.2","一种用于生物芯片检测的阅读仪","20180525","20181207",,"G01N 21/01","G01N","G01N21/01","G01N21","10","江苏猎阵生物科技有限公司","江苏猎阵生物科技有限公司","古恒森 | 杨华卫 | 赵王晶","古恒森","6","0","0","6","0","0","公开","0","13",
"CN208188135U","CN201820865817.9","一种生物芯片","20180606","20181204","20181204","G01N 33/68","G01N","","","6","湖南玖康生物科技有限公司","湖南玖康生物科技有限公司","郭阔 | 李义红 | 黄坚","郭阔","0","0","0","0","0","0","无效","0","15",
"CN208146533U","CN201820232536.X","一种生物芯片冲洗装置","20180208","20181127","20181127","B08B  3/02 | B08B 13/00 | F26B 21/00","B08B","","","1","江苏三联生物工程有限公司","江苏三联生物工程有限公司","罗燚财 | 周龙飞 | 施启尧 | 郭硕","罗燚财","0","0","0","0","0","0","有效","0","11",
"CN208146001U","CN201820232309.7","一种生物芯片玻片装载卸料工装","20180208","20181127","20181127","B01L  3/00","B01L","","","1","江苏三联生物工程有限公司","江苏三联生物工程有限公司","周龙飞 | 施启尧 | 郭硕 | 罗燚财","周龙飞","0","0","0","0","0","0","有效","0","17",
"CN108898210A","CN201810562844.3","一种基于DNA碱基配对原理的生物芯片","20180604","20181127",,"G06N  3/00","G06N","G06N3/002","G06N3","1","常州大学","常州大学","李晓艳 | 班书昊 | 王知鸷","李晓艳","0","0","0","0","0","0","公开","0","22",
"CN108896526A","CN201810481491.4","拉曼光谱编码的液相生物芯片的检测方法及装置","20180518","20181127",,"G01N 21/65","G01N","G01N21/658","G01N21","10","清华大学深圳研究生院","清华大学","何永红 | 谢鲁源 | 陈雪静 | 王蓓","何永红","3","0","1","2","0","0","公开","0","15",
"CN108885192A","CN201780020067.3","生物传感器和生物芯片","20170324","20181123",,"G01N 27/72 | G01N 33/543","G01N","B82Y15/00 | B82Y25/00 | G01N15/0656 | G01N27/745 | G01N33/54373 | G01N33/54393 | G01R33/093 | G01R33/098 | B01L3/502715 | C12Q1/6825 | C12Q2565/629 | G01N27/00 | G01N27/72 | G01N33/543 | G01N2015/0065 | G01R33/1269","B82Y15","12","TDK株式会社","TDK株式会社","原谷进 | 坪池祥生 | 北川寿美子 | 菊川隆 | 柚贺春希","原谷进","1","0","1","0","0","0","公开","30","13",
"CN108885190A","CN201780019890.2","生物传感器和生物芯片","20170324","20181123",,"G01N 27/72 | G01N 33/543","G01N","B82Y15/00 | B82Y25/00 | G01N15/0656 | G01N27/745 | G01N33/54373 | G01N33/54393 | G01R33/093 | G01R33/098 | B01L3/502715 | C12Q1/6825 | C12Q2565/629 | G01N27/00 | G01N27/72 | G01N33/543 | G01N2015/0065 | G01R33/1269","B82Y15","12","TDK株式会社","TDK株式会社","原谷进 | 坪池祥生 | 北川寿美子 | 菊川隆 | 柚贺春希","原谷进","1","0","1","0","0","0","公开","30","13",
"CN208125665U","CN201820441291.1","用于实现生物芯片电泳的扎破导流电极针","20180329","20181120","20181120","G01N 27/447","G01N","","","7","博奥生物集团有限公司 | 清华大学","清华大学","李易 | 庄斌 | 赵丽健 | 王磊 | 刘鹏 | 邢婉丽 | 程京","李易","0","0","0","0","0","0","有效","0","17",
"CN108845146A","CN201810646549.6","一种用于心肌五项标志物检测的生物芯片、检测方法","20180621","20181120",,"G01N 33/68","G01N","G01N33/6854","G01N33","10","微粒云科技（北京）有限公司","微粒云科技北京有限公司","张永勇","张永勇","6","0","0","6","0","0","公开","0","17",
"CN208104413U","CN201821585892.6","一种侧面滤血结构及生物芯片","20180928","20181116","20181116","C12M  1/12","C12M","","","8","湖南乐准智芯生物科技有限公司","湖南乐准智芯生物科技有限公司","邬鹏程 | 周孝祥 | 袁丹贵","邬鹏程","0","0","0","0","0","0","有效","0","5",
"CN108817714A","CN201811039672.8","一种生物芯片定位卡具","20180906","20181116",,"B23K 26/70 | B23K 37/04","B23K","B23K26/702 | B23K37/0408","B23K26","5","重庆科技学院","重庆科技学院","廖晓玲 | 徐文峰 | 游小双 | 蒋欢","廖晓玲","0","0","0","0","0","0","公开","0","45",
"CN108820504A","CN201810662563.5","一种生物技术研发用便于调节的生物芯片检测台","20180625","20181116",,"B65D 25/24 | A61L  2/10 | B65D 25/04 | B65D 25/20 | B65D 81/18 | B65D 81/26","B65D","A61L2/10 | B65D25/24 | B65D25/04 | B65D25/20 | B65D81/18 | B65D81/266","A61L2","10","郑州丽福爱生物技术有限公司","郑州丽福爱生物技术有限公司","张健健","张健健","0","0","0","0","0","0","撤回","0","33",
"CN108828231A","CN201810645827.6","一种心肺功能标志物磁微粒微流控生物芯片、检测方法","20180621","20181116",,"G01N 33/68 | B01L  3/00","G01N","B01L3/5027 | B01L2200/10 | G01N33/6893 | G01N2800/32","B01L3","10","微粒云科技（北京）有限公司","微粒云科技北京有限公司","张永勇","张永勇","6","1","0","6","0","1","公开","0","18",
"CN108795729A","CN201811135415.4","一种生物芯片及其微量液体进样结构","20180928","20181113","20190205","C12M  1/24 | C12M  1/00 | C12M  1/12","C12M","G01N33/5005","G01N33","9","湖南乐准智芯生物科技有限公司","湖南乐准智芯生物科技有限公司","邬鹏程 | 周孝祥 | 向苏民","邬鹏程","6","1","0","6","0","1","有效","4","12",
"CN108802412A","CN201810644858.X","微流控生物芯片智能控制系统及基于该系统的控制方法","20180621","20181113",,"G01N 35/00","G01N","G01N35/00871","G01N35","8","清华大学","清华大学","姚海龙 | 卫翔宇","姚海龙","4","0","0","4","0","0","驳回","0","12",
"CN108780067A","CN201780019868.8","生物传感器和生物芯片","20170324","20181109",,"G01N 27/72 | G01N 33/543","G01N","G01N15/0606 | G01N15/0656 | G01N27/745 | G01N33/54386 | G01N2015/0065","G01N15","12","TDK株式会社","TDK株式会社","原谷进 | 坪池祥生 | 北川寿美子 | 菊川隆 | 柚贺春希","原谷进","0","1","0","0","0","1","公开","30","19",
"CN108763983A","CN201810573199.5","一种生物芯片数据获取、处理装置","20180606","20181106",,"G06K  7/00","G06K","G06K7/0056","G06K7","5","温岭市仁全机械设备有限公司","温岭市仁全机械设备有限公司","王垚达","王垚达","0","0","0","0","0","0","撤回","0","52",
"CN208043519U","CN201821435239.1","一种生物芯片及生物芯片反应器振动混匀结构","20180904","20181102","20181102","G01N  1/38","G01N","","","10","湖南乐准智芯生物科技有限公司","湖南乐准智芯生物科技有限公司","琚新军 | 罗国华 | 周孝祥","琚新军","0","1","0","0","1","0","有效","0","8",
"CN208038420U","CN201821435237.2","一种生物芯片检测用悬浮反应杯、生物芯片","20180904","20181102","20181102","C12M  1/00","C12M","","","10","湖南乐准智芯生物科技有限公司","湖南乐准智芯生物科技有限公司","邬鹏程 | 袁丹贵 | 周孝祥","邬鹏程","0","0","0","0","0","0","有效","0","11",
"CN108722507A","CN201810646559.X","一种炎症四项标志物磁微粒微流控生物芯片、检测方法","20180621","20181102",,"B01L  3/00 | G01N 33/68","B01L","B01L3/5027 | B01L2200/10 | G01N33/68","B01L3","10","微粒云科技（北京）有限公司","微粒云科技北京有限公司","张永勇","张永勇","4","1","0","4","0","1","驳回","0","20",
"CN108732357A","CN201810188600.3","一种新型生物芯片数据分析设备","20180307","20181102",,"G01N 33/68","G01N","G01N33/68","G01N33","5","广州迅速光电科技有限公司","广州迅速光电科技有限公司","黄均杰","黄均杰","2","0","0","2","0","0","撤回","0","38",
"CN108709985A","CN201811034640.9","一种生物芯片反应器倾倒排液结构","20180906","20181026","20181218","G01N 33/48 | C12M  1/00","G01N","C12M1/00 | G01N33/48","C12M1","10","湖南乐准智芯生物科技有限公司","湖南乐准智芯生物科技有限公司","邬鹏程 | 周孝祥 | 杨泉","邬鹏程","8","0","0","8","0","0","有效","1","17",
"CN108679301A","CN201811037994.9","一种微阀与液体之间的隔离系统、控制方法及生物芯片","20180906","20181019","20190108","F16K 99/00","F16K","F16K99/0021 | F16K99/0036 | F16K2099/0084 | F16K2099/0086","F16K99","10","湖南乐准智芯生物科技有限公司","湖南乐准智芯生物科技有限公司","邬鹏程 | 向苏民 | 黄常青","邬鹏程","5","1","0","5","0","1","有效","2","10",
"CN207992263U","CN201721429590.5","生物芯片半自动检测装置","20171101","20181019","20181019","G01R  1/04 | G01R 31/28","G01R","","","4","江苏凯尔生物识别科技有限公司","惠州市硕贝德通讯科技有限公司","陈东 | 王海昌 | 陈松 | 姚燕杰 | 王凯 | 姜海光","陈东","0","0","0","0","0","0","无效","0","42",
"CN108663525A","CN201810645803.0","一种心梗心衰磁微粒微流控生物芯片、检测方法","20180621","20181016",,"G01N 33/68 | B01L  3/00","G01N","B01L3/5027 | B01L3/502746 | B01L2200/0668 | B01L2200/10 | B01L2300/0636 | B01L2300/0819 | B01L2400/043 | G01N33/6893 | G01N2800/324 | G01N2800/325","B01L3","10","微粒云科技（北京）有限公司","微粒云科技北京有限公司","张永勇","张永勇","1","3","0","1","0","3","公开","0","20",
"CN207956144U","CN201820232639.6","一种生物芯片装载系统","20180208","20181012","20181012","B65B  5/10 | B65B 35/16","B65B","","","1","江苏三联生物工程有限公司","江苏三联生物工程有限公司","罗燚财 | 施启尧 | 郭硕 | 周龙飞","罗燚财","0","0","0","0","0","0","有效","0","24",
"CN207964854U","CN201820232356.1","一种生物芯片进样系统","20180208","20181012","20181012","G01N 35/10","G01N","","","3","江苏三联生物工程有限公司","江苏三联生物工程有限公司","罗燚财 | 周龙飞 | 施启尧 | 郭硕","罗燚财","0","1","0","0","0","1","有效","0","26",
"CN108642159A","CN201810676781.4","生物芯片检测系统","20180627","20181012",,"C12Q  1/686 | C12Q  1/6837","C12Q","C12Q1/686 | C12Q1/6837","C12Q1","10","上海百傲科技股份有限公司","上海百傲科技有限公司","朱滨 | 徐建刚 | 汪泽 | 邢军芬","朱滨","1","1","0","1","0","1","公开","0","16",
"CN207944089U","CN201821451601.4","一种生物芯片及其反应器","20180906","20181009","20181009","C12M  1/00 | C12M  1/02","C12M","","","10","湖南乐准智芯生物科技有限公司","湖南乐准智芯生物科技有限公司","邬鹏程 | 周孝祥 | 杨泉","邬鹏程","0","0","0","0","0","0","有效","0","7",
