公开号,申请号,标题,申请日,公开日,授权公告日,国际分类,国际主分类,美国分类,美国主分类,权利要求数,申请人,标准化申请人,发明人,第一发明人,本文引用专利数,引用本文专利数,本文自引用专利数,本文非自引用专利数,自引用本文专利数,非自引用本文专利数,法律状态,同族专利数,技术特征
"CN203396780U","CN201320330435.3","多功能体外检测生物芯片","20130608","20140115","20140115","G01N 35/00 | A61B  5/151 | A61B 10/00","G01N","","","4","赵磊","赵磊","赵磊","赵磊","0","0","0","0","0","0","无效","0","7",
"CN203385639U","CN201320517146.4","一种改进的生物芯片微孔传感器","20130823","20140108","20140108","G01N 15/00","G01N","","","2","庄斌","庄斌","庄斌","庄斌","0","1","0","0","0","1","有效","0","19",
"CN203376337U","CN201320418661.7","全自动生物芯片点样仪","20130715","20140101","20140101","G01N 35/10","G01N","","","5","广东凯普生物科技股份有限公司","广东凯普生物科技股份有限公司","管乔中 | 谢龙旭 | 傅坚 | 蔡树衡 | 谢杰","管乔中","0","7","0","0","2","5","无效","0","29",
"CN203329716U","CN201320411339.1","一种生物芯片反应器","20130710","20131211","20131211","B01J 19/00","B01J","","","5","广州高通生物技术有限公司","广州高通生物技术有限公司","彭开美 | 陈新颖 | 欧小敏 | 王辉 | 何建安 | 朱劲松","彭开美","0","2","0","0","0","2","有效","0","7",
"CN203337434U","CN201320329555.1","滚筒式生物芯片点样装置","20130608","20131211","20131211","G01N  1/28","G01N","","","8","上海理工大学","上海理工大学","蔡锦达 | 齐建虹 | 顾豪 | 蒋振飞","蔡锦达","0","1","0","0","1","0","无效","0","11",
"CN103439493A","CN201310346599.X","适配子渗滤式生物芯片及制备方法","20130808","20131211",,"G01N 33/544 | G01N 33/532","G01N","","","7","南京大渊生物技术工程有限责任公司","南京大渊生物技术工程有限责任公司","王台虎 | 邱一帆 | 彭红","王台虎","9","4","2","7","0","4","驳回","0","15",
"CN103424376A","CN201310333429.8","一种基于光栅导模共振技术的生物芯片及其制备方法","20130802","20131204","20160217","G01N 21/41 | G01N 33/577","G01N","","","9","贵州大学","贵州大学","白忠臣 | 肖伟 | 秦水介 | 张正平","白忠臣","4","0","0","4","0","0","有效","1","6",
"CN103424365A","CN201210166887.2","一种微载体生物芯片及其应用","20120525","20131204","20160224","G01N 21/25 | G01N 33/543","G01N","","","11","博奥生物有限公司 | 清华大学","清华大学","李强 | 黄国亮 | 王同舟 | 黎新 | 赵松敏","李强","4","7","0","4","3","4","有效","1","8",
"CN103412135A","CN201310295335.6","全自动生物芯片点样仪","20130715","20131127","20141126","G01N 35/10","G01N","","","5","广东凯普生物科技股份有限公司","广东凯普生物科技股份有限公司","管乔中 | 谢龙旭 | 傅坚 | 蔡树衡 | 谢杰","管乔中","5","7","1","4","0","7","有效","1","30",
"CN203303965U","CN201220335205.1","一种新型生物芯片","20120712","20131127","20131127","B01L  3/00","B01L","","","3","裴志辉","裴志辉","裴志辉","裴志辉","0","0","0","0","0","0","无效","0","13",
"CN103398924A","CN201310370903.4","一种改进的生物芯片微孔传感器","20130823","20131120",,"G01N 15/00","G01N","G01N15/1218 | G01N15/1056 | G01N27/403 | G01N2015/1006","G01N15","2","庄斌","庄斌","庄斌","庄斌","0","5","0","0","0","5","撤回","3","19",
"CN103399390A","CN201310173583.3","生物芯片扫描仪荧光收集物镜","20130510","20131120","20151202","G02B 13/00 | G01N 21/64","G02B","","","7","无锡国盛生物工程有限公司","无锡国盛生物工程有限公司","王振宇 | 马贵兰 | 戴良","王振宇","8","0","1","7","0","0","有效","1","23",
"CN203284394U","CN201320273697.0","一种血液检测生物芯片的摆动装置","20130517","20131113","20131113","C12M  1/00","C12M","","","4","宁波美晶医疗技术有限公司","宁波美晶医疗技术有限公司","张晓晶 | 沈挺","张晓晶","1","3","1","0","0","3","有效","0","7",
"CN103389266A","CN201310341777.X","一种内置光学透镜的生物芯片","20130807","20131113","20160817","G01N 21/00 | B01L  3/00 | G01N 21/64","G01N","","","10","苏州扬清芯片科技有限公司","苏州扬清芯片科技有限公司","苑宝龙 | 叶嘉明","苑宝龙","4","11","0","4","0","11","有效","1","9",
"CN203275156U","CN201320176915.9","一种点样仪生物芯片载体固定装置","20130410","20131106","20131106","G01N  1/28","G01N","","","2","上海裕隆生物科技有限公司","上海御隆膜分离技术有限公司","葛春 | 柏海涛 | 张渭忠 | 穆海东 | 汪宁梅","葛春","0","0","0","0","0","0","有效","0","9",
"CN203275155U","CN201320176735.0","一种生物芯片点样仪","20130410","20131106","20131106","G01N  1/28","G01N","","","4","上海裕隆生物科技有限公司","上海御隆膜分离技术有限公司","葛春 | 柏海涛 | 张渭忠 | 穆海东 | 汪宁梅","葛春","0","2","0","0","2","0","无效","0","14",
"CN203238273U","CN201320213165.8","一种翼型翻盖式可拆卸生物芯片","20130424","20131016","20131016","C12M  3/00 | C12M  1/42","C12M","","","10","宁波美晶医疗技术有限公司","宁波美晶医疗技术有限公司","张晓晶 | 沈挺","张晓晶","0","3","0","0","0","3","有效","0","21",
"CN203238272U","CN201320213131.9","一种卡扣型生物芯片","20130424","20131016","20131016","C12M  3/00 | C12M  1/42","C12M","","","10","宁波美晶医疗技术有限公司","宁波美晶医疗技术有限公司","张晓晶 | 沈挺","张晓晶","0","0","0","0","0","0","有效","0","19",
"CN203238271U","CN201320212626.X","一种易拉型可拆卸生物芯片","20130424","20131016","20131016","C12M  3/00 | C12M  1/42","C12M","","","10","宁波美晶医疗技术有限公司","宁波美晶医疗技术有限公司","张晓晶 | 沈挺","张晓晶","0","2","0","0","0","2","有效","0","9",
"CN203238270U","CN201320212611.3","一种滑块闭合式生物芯片","20130424","20131016","20131016","C12M  3/00 | C12M  1/42","C12M","","","10","宁波美晶医疗技术有限公司","宁波美晶医疗技术有限公司","张晓晶 | 沈挺","张晓晶","0","2","0","0","2","0","无效","0","11",
"CN203232193U","CN201320249263.7","生物芯片扫描仪荧光收集物镜","20130510","20131009","20131009","G02B 13/00 | G01N 21/64","G02B","","","6","无锡国盛生物工程有限公司","无锡国盛生物工程有限公司","王振宇 | 马贵兰 | 戴良","王振宇","1","2","0","1","2","0","有效","0","23",
"CN203232038U","CN201320249167.2","全自动化学发光生物芯片扫描仪","20130510","20131009","20131009","G01N 35/00","G01N","","","7","无锡国盛生物工程有限公司","无锡国盛生物工程有限公司","王振宇 | 魏显东 | 杜彬 | 张竞支 | 田晓慧 | 戴良","王振宇","0","7","0","0","0","7","有效","0","52",
"CN103344776A","CN201310227911.3","多功能体外检测生物芯片及其制备方法","20130608","20131009",,"G01N 35/00 | A61B  5/151 | A61B 10/00 | B41M  1/12","G01N","","","5","赵磊","赵磊","赵磊","赵磊","3","0","0","3","0","0","驳回","0","7",
"CN103334158A","CN201310244381.3","空间频率生物芯片","20130618","20131002","20180522","C40B 40/06","C40B","","","3","南开大学","南开大学","周文远 | 门双仁 | 惠王伟 | 叶青 | 田建国","周文远","6","0","0","6","0","0","有效","1","12",
"CN203216929U","CN201320086202.3","基于导电聚合物的牙周细菌检测生物芯片","20130226","20130925","20130925","G01N 33/569 | G01N 27/26","G01N","","","5","裴振华 | 牛忠英 | 施生根","裴振华 | 牛忠英 | 施生根","裴振华 | 牛忠英 | 施生根","裴振华","0","1","0","0","0","1","无效","0","15",
"CN103285946A","CN201310203656.9","一种生物芯片及其操控方法","20130527","20130911",,"B01L  3/00","B01L","","","9","苏州扬清芯片科技有限公司","苏州扬清芯片科技有限公司","叶嘉明","叶嘉明","5","1","0","5","0","1","撤回","0","8",
"CN103278365A","CN201310227100.3","滚筒式生物芯片点样装置及方法","20130608","20130904","20150624","G01N  1/28","G01N","","","10","上海理工大学","上海理工大学","蔡锦达 | 齐建虹 | 顾豪 | 蒋振飞","蔡锦达","8","3","0","8","0","3","无效","1","14",
"CN103278618A","CN201310170035.5","一种生物芯片信息读取装置及信息分析方法","20130509","20130904",,"G01N 33/48 | G01N 33/50","G01N","B01L3/5027 | G01N21/8483 | G01N2035/00158","B01L3","9","董建国","董建国","董建国","董建国","9","16","0","9","0","16","撤回","2","30",
"CN203164097U","CN201220715419.1","一种电旋转生物芯片试验用测控装置及试验系统","20121221","20130828","20130828","G01N 15/14","G01N","","","6","中国计量学院","中国计量大学","杨其华 | 刘钢海","杨其华","0","2","0","0","1","1","无效","0","25",
"CN103257233A","CN201310213220.8","一种同时可视化检测多种抗生素、非法添加剂及生物毒素的生物芯片及方法","20130531","20130821","20150805","G01N 33/577","G01N","G01N33/9446 | G01N33/6845 | G01N33/94 | G01N2415/00","G01N33","10","南京祥中生物科技有限公司","南京祥中生物科技有限公司","李钟卉 | 李周敏 | 孙思云","李钟卉","8","17","1","7","8","9","有效","3","14",
"CN103255056A","CN201310145581.3","一种易拉型可拆卸生物芯片","20130424","20130821",,"C12M  3/00 | C12M  1/42","C12M","","","10","宁波美晶医疗技术有限公司","宁波美晶医疗技术有限公司","张晓晶 | 沈挺","张晓晶","3","0","1","2","0","0","驳回","0","9",
"CN103255055A","CN201310145525.X","一种卡扣型生物芯片","20130424","20130821",,"C12M  3/00 | C12M  1/42","C12M","","","10","宁波美晶医疗技术有限公司","宁波美晶医疗技术有限公司","张晓晶 | 沈挺","张晓晶","7","2","1","6","0","2","驳回","0","19",
"CN103255054A","CN201310145215.8","一种滑块闭合式生物芯片","20130424","20130821","20140806","C12M  3/00 | C12M  1/42","C12M","","","10","宁波美晶医疗技术有限公司","宁波美晶医疗技术有限公司","张晓晶 | 沈挺","张晓晶","10","1","2","8","0","1","有效","1","11",
"CN103245775A","CN201210053516.3","生物芯片及其检测仪和系统以及其注记标记及辨识方法","20120302","20130814","20140528","G01N 33/48 | G01N 15/14","G01N","G01N35/00613 | G01N15/1459 | G01N15/1484 | G01N35/00732","G01N35","66","纬创资通股份有限公司","纬创资通股份有限公司","张耀宗 | 李佳宪 | 刘鼎文 | 林百洋","张耀宗","3","6","0","3","6","0","有效","11","22",
"CN103236065A","CN201310168888.5","基于主动轮廓模型和细胞神经网络的生物芯片分析方法","20130509","20130807","20151104","G06T  7/00 | G06N  3/08","G06T","","","13","中南大学","中南大学","刘正春 | 吴灶全 | 陈熹 | 彭程 | 柳建新","刘正春","1","11","0","1","1","10","有效","1","94",
"CN103234948A","CN201310168592.3","芘及其衍生物作为生物芯片制备中光敏基团脱保护增敏试剂的应用","20130509","20130807","20150722","G01N 21/64","G01N","","","8","中南大学","中南大学","刘正春 | 石环环 | 梁波 | 牛艳芳 | 杨飞鹏","刘正春","6","1","0","6","1","0","有效","1","6",
"CN103233274A","CN201310163103.5","一种聚合物基三维生物芯片的制备方法","20130506","20130807","20141231","C40B 50/00 | C08J  7/18","C40B","","","8","北京化工大学","北京化工大学","杨万泰 | 林志峰 | 赵长稳 | 马育红 | 朱兴 | 闫煦 | 陈睿超 | 张丽华","杨万泰","4","6","2","2","2","4","有效","1","43",
"CN103217324A","CN201310122855.7","一种生物芯片点样仪","20130410","20130724","20150617","G01N  1/28","G01N","","","4","上海裕隆生物科技有限公司","上海御隆膜分离技术有限公司","葛春 | 柏海涛 | 张渭忠 | 穆海东 | 汪宁梅","葛春","10","8","2","8","0","8","有效","1","14",
"CN103197066A","CN201310073081.3","一种免疫脂质体生物芯片、其制备方法及其在生物检测中的应用","20130307","20130710","20151223","G01N 33/574","G01N","","","8","美国纳米材料创新有限公司","美国纳米材料创新有限公司","李利 | 吴芸 | 郭广柱 | 余波","李利","10","7","0","10","0","7","有效","1","9",
"CN103170382A","CN201310039562.2","生物芯片微流路模块加工工艺","20130201","20130626",,"B01L  3/00","B01L","","","4","中国人民解放军军事医学科学院放射与辐射医学研究所","中国人民解放军军事医学科学院","王升启 | 肖瑞 | 陈玮 | 伯晓晨 | 荣振 | 陈苏红","王升启","2","0","0","2","0","0","撤回","0","20",
"CN103147133A","CN201310058455.4","微阵列生物芯片的三维载体及其制备方法","20130225","20130612","20150325","C40B 40/06 | C08F292/00 | C40B 40/10","C40B","","","10","西南大学","西南大学","李长明 | 胡卫华","李长明","1","8","0","1","2","6","有效","1","7",
"CN103135634A","CN201310020343.X","聚合酶链式反应生物芯片温度控制方法及装置","20130118","20130605",,"G05D 23/24","G05D","","","13","上海交通大学","上海交通大学","张卫平 | 骆健 | 姜川 | 陈文元 | 吴校生 | 崔峰 | 刘武","张卫平","4","8","0","4","1","7","驳回","0","26",
"CN103134754A","CN201110398112.3","生物芯片检测装置及生物芯片检测方法","20111205","20130605",,"G01N 21/17","G01N","B01L3/545 | B01L2300/02 | B01L2300/023 | B01L2300/024 | B01L2300/0816 | G01N15/147 | G01N15/1484 | G01N35/00623 | G01N2015/1006","B01L3","20","纬创资通股份有限公司","纬创资通股份有限公司","张耀宗 | 林百洋","张耀宗","5","8","0","5","0","8","撤回","4","11",
"CN103115901A","CN201310025477.0","基于共振光散射检测生物芯片的装置","20130123","20130522","20150520","G01N 21/63","G01N","","","4","中国科学院长春应用化学研究所","中国科学院","王振新 | 邢雪峰 | 刘霞 | 李桃","王振新","11","5","1","10","3","2","无效","1","34",
"CN103115808A","CN201210256075.7","一种生物芯片点样装置及其用途","20120717","20130522","20150520","G01N  1/28","G01N","","","10","上海聚阵生物科技有限公司","上海聚阵生物科技有限公司","孙悦","孙悦","7","0","0","7","0","0","有效","1","11",
"CN103115807A","CN201210248241.9","一种生物芯片点样仪","20120717","20130522",,"G01N  1/28","G01N","","","10","上海聚阵生物科技有限公司","上海聚阵生物科技有限公司","孙悦","孙悦","8","4","1","7","0","4","撤回","0","23",
"CN202928856U","CN201220354704.5","一种生物芯片杂交温育仪","20120717","20130508","20130508","G01N  1/28 | G01N 33/48","G01N","","","3","南京大渊生物技术工程有限责任公司","南京大渊生物技术工程有限责任公司","邱一帆 | 陈德 | 夏诗明","邱一帆","0","1","0","0","0","1","有效","0","14",
"CN103097883A","CN201180023153.2","提供样本输入至结果输出处理的单体生物芯片以及制造方法","20110309","20130508","20160302","G01N 27/447","G01N","B01L3/502715 | B01L3/523 | B01L7/52 | B01L2200/10 | B01L2200/16 | B01L2300/044 | B01L2300/0681 | B01L2300/0816 | B01L2300/123 | B01L2300/1822 | B01L2400/0421 | B01L2400/0481 | B01L2400/0487 | B01L2400/0655 | B01L2400/0677 | B01L2400/0688 | G01N27/44704 | G01N27/44791 | G01N35/10 | G01N2035/1044","B01L3","50","网络百奥有限公司","网络百奥有限公司","R·F·塞尔登 | E·谭","R·F·塞尔登","6","2","0","6","0","2","有效","46","31",
"CN103091233A","CN201110361634.6","生物芯片","20111115","20130508","20141203","G01N 15/14 | C12M  1/34 | G01N 21/64","G01N","G01N15/1459 | G01N15/1404 | G01N15/1484 | G01N2015/1006","G01N15","8","纬创资通股份有限公司","纬创资通股份有限公司","林百洋 | 陈怡发 | 林志冠 | 陈相嘉 | 翁圣雄","林百洋","4","0","0","4","0","0","有效","5","9",
"CN103093122A","CN201110348738.3","高通量生物芯片检测结果的一种判读工具","20111108","20130508",,"G06F 19/24","G06F","","","4","北京健数通生物计算技术有限公司","北京健数通生物计算技术有限公司","张鑫磊 | 蒋小云 | 肖琛","张鑫磊","2","2","0","2","0","2","撤回","0","21",
"CN202912946U","CN201220622103.8","一种用于筛选血液中稀有细胞的生物芯片","20121120","20130501","20130501","C12M  1/00","C12M","","","10","宁波美晶医疗技术有限公司","宁波美晶医疗技术有限公司","张晓晶 | 沈挺","张晓晶","0","1","0","0","0","1","有效","0","10",
"CN103074419A","CN201210371574.0","基于生物芯片的检测核酸降解组mRNA的通用探针方法","20120927","20130501",,"C12Q  1/68","C12Q","","","10","中国科学院苏州纳米技术与纳米仿生研究所","中国科学院","李炯 | 沈叶 | 郑克孝 | 赵转","李炯","1","2","1","0","0","2","撤回","0","24",
"CN103060429A","CN201110321372.0","一种天赋潜能评估的飞行质谱生物芯片及其检测方法","20111020","20130424",,"C12Q  1/68 | G01N 27/62","C12Q","","","10","上海华翼生物科技有限公司","上海华翼生物科技有限公司","张成虎","张成虎","0","4","0","0","0","4","撤回","0","22",
"CN103060428A","CN201110321371.6","一种用于职业潜质评估的飞行质谱生物芯片及其检测方法","20111020","20130424",,"C12Q  1/68 | G01N 27/62","C12Q","","","10","上海华翼生物科技有限公司","上海华翼生物科技有限公司","张成虎","张成虎","0","2","0","0","0","2","撤回","0","21",
"CN103060427A","CN201110321225.3","一种用于健康风险评估的飞行质谱生物芯片及其检测方法","20111020","20130424",,"C12Q  1/68","C12Q","","","7","上海华翼生物科技有限公司","上海华翼生物科技有限公司","张成虎","张成虎","0","5","0","0","0","5","撤回","0","13",
"CN202886381U","CN201220371536.0","双孔生物芯片","20120726","20130417","20130417","G01N 33/543","G01N","","","3","南京大渊生物技术工程有限责任公司","南京大渊生物技术工程有限责任公司","江扬 | 杨欣 | 邱一帆 | 王台虎","江扬","0","0","0","0","0","0","有效","0","13",
"CN103045460A","CN201210594503.7","一种以发夹式DNA为探针的可视化塑料基生物芯片及其制备方法和应用","20121231","20130417","20140702","C12M  1/00 | C12Q  1/68","C12M","","","5","北京师范大学","北京师范大学","李运超 | 时晓利","李运超","3","3","1","2","2","1","无效","1","24",
"CN103048256A","CN201210562603.1","一种电旋转生物芯片试验用测控装置及试验系统","20121221","20130417",,"G01N 15/14","G01N","","","7","中国计量学院","中国计量大学","杨其华 | 刘钢海","杨其华","4","0","1","3","0","0","撤回","0","25",
"CN202854027U","CN201220354703.0","生物芯片识别仪组合式芯片托盘","20120717","20130403","20130403","G01N 21/01 | G01N 33/48","G01N","","","3","南京大渊生物技术工程有限责任公司","南京大渊生物技术工程有限责任公司","邱一帆 | 陈德 | 夏诗明","邱一帆","0","1","0","0","0","1","有效","0","7",
"CN103008035A","CN201210158639.3","流体控制装置及包括该流体控制装置的过滤器和生物芯片","20120521","20130403","20180424","B01L  3/00 | B01D 29/44","B01L","B01L3/502746 | B01L3/502753 | B01L2200/10 | B01L2300/0816 | B01L2300/0819 | B01L2300/0877 | B01L2300/0887 | B01L2400/0487 | B01L2400/086 | G01N21/05 | G01N2001/4088 | G01N2021/0325 | G01N2021/0346","B01L3","21","三星电子株式会社","三星电子株式会社","金玟锡 | 金善修 | 金禛勋 | 李元豪 | 李锭建 | 沈兑锡 | 白相铉 | 郑孝英","金玟锡","3","8","0","3","0","8","无效","7","5",
"CN202808801U","CN201220403394.1","生物芯片阅读仪","20120815","20130320","20130320","C12M  1/36 | C12M  1/34","C12M","","","7","港龙生物技术（深圳）有限公司","港龙生物技术深圳有限公司","黄明辉 | 李勐 | 黄鹤","黄明辉","1","2","1","0","2","0","无效","0","19",
"CN202791748U","CN201220431965.2","为生物芯片阅读仪进行非均匀性矫正而设计的点光源","20120828","20130313","20130313","F21S  9/02 | F21V 23/00 | F21Y115/10 | G03B 15/05 | F21Y101/02","F21S","","","5","上海铭源数康生物芯片有限公司","上海铭源数康生物芯片有限公司","张香琴 | 夏龚杰 | 黄平 | 陈毅 | 许颖原 | 姚涌","张香琴","0","0","0","0","0","0","有效","0","23",
"CN202786220U","CN201220397366.3","微流控生物芯片","20120810","20130313","20130313","C12M  1/00","C12M","","","10","中国科学院深圳先进技术研究院 | 深圳中科强华科技有限公司","中国科学院 | 深圳中科强华科技有限公司","游璠 | 李芳芳 | 王小英 | 黄石","游璠","0","5","0","0","0","5","有效","0","11",
"CN202786219U","CN201220393694.6","微流控生物芯片","20120809","20130313","20130313","C12M  1/00","C12M","","","10","中国科学院深圳先进技术研究院 | 深圳中科强华科技有限公司","中国科学院 | 深圳中科强华科技有限公司","游璠 | 李芳芳 | 王小英 | 黄石","游璠","0","2","0","0","0","2","有效","0","16",
"CN202779013U","CN201220290183.1","一种生物芯片的清洗干燥装置","20120619","20130313","20130313","B08B  3/02 | F26B 21/00 | G01N  1/34","B08B","","","10","江苏三联生物工程有限公司","江苏三联生物工程有限公司","于化刚 | 阎志海 | 蔡琦","于化刚","0","7","0","0","2","5","有效","0","12",
"CN102965276A","CN201210477243.5","一种用于筛选血液中稀有细胞的生物芯片","20121120","20130313",,"C12M  1/00","C12M","","","10","宁波美晶医疗技术有限公司","宁波美晶医疗技术有限公司","张晓晶 | 沈挺","张晓晶","3","11","0","3","10","1","驳回","0","10",
"CN202766517U","CN201220430886.X","一种生物芯片孵育反应器","20120828","20130306","20130306","C12M  1/00","C12M","","","8","苏州偲聚生物材料有限公司","苏州偲聚生物材料有限公司","马雄明","马雄明","0","2","0","0","1","1","无效","0","18",
"CN102943032A","CN201210289924.9","生物芯片阅读仪及分型方法","20120815","20130227","20150603","C12M  1/36 | C12M  1/34 | C12Q  1/68 | C12Q  1/70","C12M","","","9","港龙生物技术（深圳）有限公司","港龙生物技术深圳有限公司","黄明辉 | 李勐 | 黄鹤","黄明辉","6","2","2","4","0","2","有效","1","19",
"CN102928481A","CN201210138661.1","十六通道温控式电化学生物芯片读数器","20120507","20130213",,"G01N 27/26","G01N","","","9","赵朝辉 | 谢国明 | 甘先云","赵朝辉 | 谢国明 | 甘先云","赵朝辉 | 甘先云 | 谢国明","赵朝辉","4","0","0","4","0","0","撤回","0","11",
"CN202715417U","CN201220315526.5","一种生物芯片反应杯的托架装置","20120702","20130206","20130206","B01L  9/00","B01L","","","4","江苏三联生物工程有限公司","江苏三联生物工程有限公司","于化刚 | 蔡琦","于化刚","0","0","0","0","0","0","有效","0","7",
"CN102914583A","CN201210138677.2","便携式电化学生物芯片检测仪系统","20120507","20130206",,"G01N 27/416","G01N","","","14","赵朝辉 | 谢国明 | 甘先云","赵朝辉 | 谢国明 | 甘先云","赵朝辉 | 甘先云 | 谢国明","赵朝辉","5","15","0","5","0","15","撤回","0","5",
"CN102914569A","CN201210138650.3","电化学生物芯片孵育盒","20120507","20130206",,"G01N 27/26","G01N","","","8","赵朝辉 | 谢国明 | 甘先云","赵朝辉 | 谢国明 | 甘先云","赵朝辉 | 甘先云 | 谢国明","赵朝辉","4","0","0","4","0","0","撤回","0","7",
"CN102914654A","CN201110222995.2","一种用于检测多种蛋白质的生物芯片的封闭液及其封闭方法","20110804","20130206",,"G01N 33/68 | G01N 33/543","G01N","","","5","董方","董方","董方 | 项安波","董方","4","1","0","4","0","1","驳回","0","4",
"CN202705352U","CN201220371255.5","单孔微型生物芯片","20120726","20130130","20130130","C12M  1/00 | G01N 33/00","C12M","","","5","南京大渊生物技术工程有限责任公司","南京大渊生物技术工程有限责任公司","张浩 | 杨欣 | 邱一帆","张浩","0","0","0","0","0","0","有效","0","17",
"CN202710549U","CN201220371253.6","生物芯片","20120726","20130130","20130130","G01N 33/53","G01N","","","4","南京大渊生物技术工程有限责任公司","南京大渊生物技术工程有限责任公司","刘京鸽 | 颜磊 | 杨欣 | 邱一帆","刘京鸽","0","1","0","0","1","0","有效","0","6",
"CN202710561U","CN201220368601.4","一种对病菌指标进行检测的生物芯片","20120727","20130130","20130130","G01N 33/569 | C40B 40/10","G01N","","","6","赵然","赵然","赵然","赵然","0","0","0","0","0","0","无效","0","10",
"CN202705345U","CN201220241564.0","一种微阵列生物芯片制备装置","20120528","20130130","20130130","C12M  1/00 | G01N 33/68","C12M","","","6","上海理工大学","上海理工大学","蔡锦达 | 蒋振飞 | 齐建虹","蔡锦达","0","3","0","0","1","2","无效","0","14",
"CN102901715A","CN201210441836.6","基于微/纳米周期结构的荧光增强微阵列生物芯片及其制备方法","20121107","20130130",,"G01N 21/55 | B81B  7/04 | B81C  1/00 | G01N 21/552 | G01N 21/64","G01N","","","6","吉林大学","吉林大学","崔小强 | 郑伟涛 | 刘畅 | 张雷","崔小强","5","16","0","5","4","12","驳回","0","32",
"CN102901809A","CN201210370227.6","多孔高分子薄膜生物芯片的制作方法","20120927","20130130","20140723","G01N 33/53","G01N","","","7","中国科学院半导体研究所","中国科学院","韩伟静 | 俞育德 | 李运涛 | 周晓光 | 孙英男 | 魏清泉","韩伟静","6","5","2","4","2","3","有效","1","18",
"CN202693392U","CN201220347614.3","一种生物芯片点样仪","20120717","20130123","20130123","G01N  1/28","G01N","","","10","上海聚阵生物科技有限公司","上海聚阵生物科技有限公司","孙悦","孙悦","0","10","0","0","2","8","无效","0","23",
"CN102890150A","CN201210353110.7","一种生物芯片中硅纳米线阵列的制造方法","20120920","20130123","20160824","G01N 33/48","G01N","","","10","上海集成电路研发中心有限公司","上海集成电路研发中心有限公司","朱建军","朱建军","8","1","1","7","0","1","有效","1","18",
"CN102893149A","CN201180002483.3","用于制备生物芯片的溶胶-凝胶试剂盒及使用其制备芯片的方法","20110427","20130123","20151125","G01N 33/48 | C12Q  1/68 | G01N 33/52 | G01N 33/58 | G01N 33/68","G01N","G01N33/552","G01N33","29","PCL公司","pcl公司","曺旼廷 | 李世蓝","曺旼廷","6","1","0","6","0","1","有效","5","63",
"CN202676710U","CN201220355689.6","一种基于生物芯片的无创胆固醇智能监测系统","20120720","20130116","20130116","G01N 33/92 | G08C 17/02","G01N","","","8","常熟柏宇医疗电子有限公司","常熟柏宇医疗电子有限公司","姜桂娟 | 赵裕旭 | 周正辉 | 韩少丹 | 闫晋超","姜桂娟","1","2","0","1","2","0","无效","0","41",
"CN102879556A","CN201210361420.3","一种定容量的生物芯片及其制备方法","20120925","20130116",,"G01N 33/48 | C23C 16/34 | C23C 16/40 | C23C 16/44","G01N","","","10","中国电子科技集团公司第四十九研究所","中国电子科技集团有限公司","金建东 | 王明伟 | 齐虹 | 田雷 | 王永刚 | 刘智辉 | 郑丽 | 张岩","金建东","7","3","0","7","0","3","撤回","0","11",
"CN102864499A","CN201210282308.0","一种生物芯片微阵列点阵方法","20120809","20130109",,"C40B 50/14","C40B","","","8","龙岩九健生物芯片技术研究所","龙岩九健生物芯片技术研究所","翁长仁","翁长仁","4","12","0","4","0","12","驳回","0","5",
"CN202639770U","CN201220284493.2","一种分离生物芯片及其反应杯的装置","20120615","20130102","20130102","B23P 19/00 | B25J  9/00","B23P","","","5","江苏三联生物工程有限公司","江苏三联生物工程有限公司","于化刚 | 阎志海 | 田广州 | 郭硕","于化刚","0","0","0","0","0","0","有效","0","8",
"CN202649207U","CN201220262381.7","生物芯片匣","20120605","20130102","20130102","G01N 33/48","G01N","","","6","启新生物科技有限公司","启新生物科技有限公司","蔡岳廷 | 何耿德 | 林函颐 | 杨士杰","蔡岳廷","0","1","0","0","0","1","无效","0","21",
"CN102816685A","CN201210309880.1","一种生物芯片孵育反应器","20120828","20121212",,"C12M  1/00 | G01N 33/68","C12M","","","8","苏州偲聚生物材料有限公司","苏州偲聚生物材料有限公司","马雄明","马雄明","5","0","2","3","0","0","撤回","0","18",
"CN102814294A","CN201210203852.1","一种生物芯片的清洗干燥装置","20120619","20121212","20150218","B08B  3/02 | F26B 21/00 | G01N  1/34","B08B","","","10","江苏三联生物工程有限公司","江苏三联生物工程有限公司","于化刚 | 阎志海 | 蔡琦","于化刚","7","5","2","5","3","2","有效","1","12",
"CN202576402U","CN201220233045.X","用于生物芯片杂交仪的连套排管","20120518","20121205","20121205","C12M  1/00","C12M","C12M23/08 | C12M23/38 | C12M23/58","C12M23","9","上海百傲科技有限公司","上海百傲科技有限公司","邢军芬 | 朱滨 | 孙悦","邢军芬","0","1","0","0","0","1","有效","0","18",
"CN202555539U","CN201220142801.8","生物芯片点样仪用自动换液超声清洗杯","20120409","20121128","20121128","B08B  3/12 | B08B 13/00","B08B","","","2","无锡国盛精密模具有限公司","无锡国盛精密模具有限公司","王振宇 | 魏显东 | 周利春 | 戴良","王振宇","0","2","0","0","0","2","无效","0","24",
"CN202512009U","CN201220146724.3","基于机器视觉定位的生物芯片点样仪","20120410","20121031","20121031","G01N  1/28","G01N","","","3","无锡国盛精密模具有限公司","无锡国盛精密模具有限公司","王振宇 | 魏显东 | 田小慧 | 戴良","王振宇","0","1","0","0","1","0","无效","0","15",
