,国际分类--ipc4,histogram
0,B60Q,1
1,B60W,4
2,F02N,1
3,F16F,2
4,G01C,1
5,G01S,2
6,G06F,16
7,G06Q,1
8,G06T,3
9,G06V,4
10,G08G,6
11,G10L,3
12,H04L,6
13,H04W,1
